Company_name,Company_size,Description,Img_Url,Industry,Job_function,Job_type,Location,Salary,Title,apply_link
Prairie Sinus Ear & Allergy P.C.,N/A,"“Re-define healthcare! Can do attitudes carry self starters at progressive company to benefit patients here. Competitive wage & benefits.” We are seeking NURSING OR MEDICAL ASSISTANT STAFF to join our team in a multi-faceted role, as we re-define healthcare in Bismarck. : Company address: 3000 North 14th St 3rd Floor Bismarck, N.D. Telephone inquiries will be redirected to web applications through Indeed. Job Type: Full-time Pay: $33,937.00 - $64,000.00 per year Benefits: Medical Specialty: Schedule: Supplemental Pay: COVID-19 considerations: Covid-19 enhanced protective environment in place including air sanitization, patient screening, and remote advanced intake. License/Certification: Company's website: Benefit Conditions: Work Remotely: COVID-19 Precaution(s): assistant nurse manager rn lactation consultant licenced vocational nurse nurse residency program licensed vocational nurse assisted living administrator Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,,registered nurse,Full-time,"Bismarck, ND",,NURSE / RN / LPN / CERTIFIED MEDICAL ASSISTANT,"https://www.glassdoor.com/job-listing/nurse-rn-lpn-certified-medical-assistant-prairie-sinus-ear-allergy-pc-JV_IC1156224_KO0,40_KE41,69.htm?jl=3784903301&pos=111&ao=1044077&s=58&guid=0000017790a45aa39c5c07975eb94f0d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_48324ac9&cb=1613039426536&jobListingId=3784903301&ctt=1613039427719"
hibu Inc,1001 to 5000 Employees,"Job Type: Full-time account rep sales consultant vice president strategic account wealth advisor account development representative territory sales director Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",https://media.glassdoor.com/sql/7640/hibu-squarelogo-1541795936450.png,Business Services,outside sales representative,Full-time,"Bismarck, ND",,Outside Sales Representative - B2B,"https://www.glassdoor.com/job-listing/outside-sales-representative-b2b-hibu-JV_IC1156224_KO0,32_KE33,37.htm?jl=3820616367&pos=101&ao=1044077&s=149&guid=0000017790a45aa38c5e3dbd023cca29&src=GD_JOB_AD&t=SRFJ&vt=w&ea=1&cs=1_d2a584de&cb=1613039426523&jobListingId=3820616367&ctt=1613039427485"
Prairie Sinus Ear & Allergy P.C.,N/A,"“Re-define healthcare! Can do attitudes carry self starters at progressive company to benefit patients here. Competitive wage & benefits.” We are seeking NURSING OR MEDICAL ASSISTANT STAFF to join our team in a multi-faceted role, as we re-define healthcare in Bismarck. : Company address: 3000 North 14th St 3rd Floor Bismarck, N.D. Telephone inquiries will be redirected to web applications through Indeed. Job Type: Full-time Pay: $33,937.00 - $64,000.00 per year Benefits: Medical Specialty: Schedule: Supplemental Pay: COVID-19 considerations: Covid-19 enhanced protective environment in place including air sanitization, patient screening, and remote advanced intake. License/Certification: Company's website: Benefit Conditions: Work Remotely: COVID-19 Precaution(s): assistant nurse manager rn lactation consultant licenced vocational nurse nurse residency program licensed vocational nurse assisted living administrator Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,,registered nurse,Full-time,"Bismarck, ND",,NURSE / RN / LPN / CERTIFIED MEDICAL ASSISTANT,"https://www.glassdoor.com/job-listing/nurse-rn-lpn-certified-medical-assistant-prairie-sinus-ear-allergy-pc-JV_IC1156224_KO0,40_KE41,69.htm?jl=3784903301&pos=111&ao=1044077&s=58&guid=0000017790a45aa39c5c07975eb94f0d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_48324ac9&cb=1613039426536&jobListingId=3784903301&ctt=1613039427739"
"Lighthouse Commodities, LLC",N/A,"Lighthouse Commodities, LLC (LHC) has extensive commodity trading and risk management experience across grain production, cattle feeding, and commodity processing industries. Since 2015, LHC has leveraged this experience to bring professional risk management, hedging and merchandising services to our farm clients. Lighthouse Commodities, LLC is seeking an established Accountant to fill a new role. This role will be responsible for assisting the CFO by performing various grain accounting duties. KEY RESPONSIBILITIES · Preparing accurate and timely producer grain settlements · Requesting and matching destination grain settlements · Creating and maintaining commodity discount schedules as needed · Freight Invoice Processing · AP/AR entry of commodity purchases and sales and general business expenses · Assisting with Accounts Receivable collections and credit application processing · Responding to Client settlement and payment questions and other reporting requests · Performing daily balancing of the Daily Position Report (DPR) and other risk/position reports · Assisting with month-end and year-end accounting functions KEY SKILLS and STRENGTHS · Experience with commodity accounting systems and software · Experience with Accounts Payable and Accounts Receivable · Proficiency in Microsoft Office suite · Remarkable attention to detail and commitment to accuracy · Ability to work independently, in a high stress environment and effectively manage multiple priorities and tasks simultaneously Work schedule will primarily be normal daytime business hours, Monday through Friday, with additional hours required as needed. Associates degree in Accounting · Bachelor’s Degree in Accounting · 3+ years of relevant work experience with a grain or commodity company · Understanding of commodity grain accounting processes Job Type: Full-time Pay: $60,000.00 - $65,000.00 per hour Benefits: Schedule: Supplemental Pay: Work Location: Job Duties: This Company Describes Its Culture as: Company's website: Company's Facebook page: Benefit Conditions: Work Remotely: audit senior book keeper tax preparer assistant controller staff auditor tax analyst Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,,accountant,Full-time,"Bismarck, ND",,Accountant,"https://www.glassdoor.com/job-listing/accountant-lighthouse-commodities-JV_IC1156224_KO0,10_KE11,33.htm?jl=3801561397&pos=112&ao=1044077&s=58&guid=0000017790a45aa39c5c07975eb94f0d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b96d8adc&cb=1613039426536&jobListingId=3801561397&ctt=1613039427763"
"Lighthouse Commodities, LLC",N/A,"Lighthouse Commodities, LLC (LHC) has extensive commodity trading and risk management experience across grain production, cattle feeding, and commodity processing industries. Since 2015, LHC has leveraged this experience to bring professional risk management, hedging and merchandising services to our farm clients. Lighthouse Commodities, LLC is seeking an established Accountant to fill a new role. This role will be responsible for assisting the CFO by performing various grain accounting duties. KEY RESPONSIBILITIES · Preparing accurate and timely producer grain settlements · Requesting and matching destination grain settlements · Creating and maintaining commodity discount schedules as needed · Freight Invoice Processing · AP/AR entry of commodity purchases and sales and general business expenses · Assisting with Accounts Receivable collections and credit application processing · Responding to Client settlement and payment questions and other reporting requests · Performing daily balancing of the Daily Position Report (DPR) and other risk/position reports · Assisting with month-end and year-end accounting functions KEY SKILLS and STRENGTHS · Experience with commodity accounting systems and software · Experience with Accounts Payable and Accounts Receivable · Proficiency in Microsoft Office suite · Remarkable attention to detail and commitment to accuracy · Ability to work independently, in a high stress environment and effectively manage multiple priorities and tasks simultaneously Work schedule will primarily be normal daytime business hours, Monday through Friday, with additional hours required as needed. Associates degree in Accounting · Bachelor’s Degree in Accounting · 3+ years of relevant work experience with a grain or commodity company · Understanding of commodity grain accounting processes Job Type: Full-time Pay: $60,000.00 - $65,000.00 per hour Benefits: Schedule: Supplemental Pay: Work Location: Job Duties: This Company Describes Its Culture as: Company's website: Company's Facebook page: Benefit Conditions: Work Remotely: audit senior book keeper tax preparer assistant controller staff auditor tax analyst Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,,accountant,Full-time,"Bismarck, ND",,Accountant,"https://www.glassdoor.com/job-listing/accountant-lighthouse-commodities-JV_IC1156224_KO0,10_KE11,33.htm?jl=3801561397&pos=112&ao=1044077&s=58&guid=0000017790a45aa39c5c07975eb94f0d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b96d8adc&cb=1613039426536&jobListingId=3801561397&ctt=1613039427746"
Centennial Homes,51 to 200 Employees,"*** Call 605-626-1900 or go to our location at 1010 S 26th St. for an application today! Join the Centennial family and start your career today!! Job Description Class A CDL Driver/Setup Tech Minimum Requirements: Delivery and installation of manufactured and modular homes to the customer's job site. - Must have a Class A CDL - Must be 21 years of age or older and possess a clean driving record - Must pass background and drug screening - Must be able to travel 2-4 nights per week - Experience in Manufactured/Modular housing is preferred but not required if you have a background in related skills ie: construction related background. *Benefits: -Competitive pay-Medical insurance-Dental and Vision insurance-Life insurance,- Paid Vacation and Sick leave,- Paid Holidays,- Paid Training- 401k- Clothing Allowance- Flex Cafeteria Plan Job Type: Full-time Schedule: Experience: License: Work Location: Trucking freight handling: Type of Freight: Pay Frequency: This Job Is Ideal for Someone Who Is: This Job Is: Company's website: Benefit Conditions: Work Remotely: car hauler ltl driver food grade tanker driver independent contractor heavy haul truck driver dump truck driver Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",https://media.glassdoor.com/sql/145501/centennial-homes-squarelogo-1429594663693.png,Real Estate,owner operator,Full-time,"Bismarck, ND",,CDL Class A Driver/Setup Tech,"https://www.glassdoor.com/job-listing/cdl-class-a-driver-setup-tech-centennial-homes-JV_IC1156224_KO0,29_KE30,46.htm?jl=3760976691&pos=110&ao=1044077&s=58&guid=0000017790a45aa39c5c07975eb94f0d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b2ce15e9&cb=1613039426535&jobListingId=3760976691&ctt=1613039428576"
Wendy's / COS,N/A,"Job Type: Full-time Pay: $13.50 - $15.50 per hour Experience: Work authorization: Additional Compensation: Benefits: Work Remotely: managing partner bar manager food manager kitchen manager food beverage manager restaurant supervisor Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,,restaurant manager,Full-time,"Bismarck, ND",,Restaurant Manager,https://Nowhiring.com/WCS
Centennial Homes,51 to 200 Employees,"*** Call 605-626-1900 or go to our location at 1010 S 26th St. for an application today! Join the Centennial family and start your career today!! Job Description Class A CDL Driver/Setup Tech Minimum Requirements: Delivery and installation of manufactured and modular homes to the customer's job site. - Must have a Class A CDL - Must be 21 years of age or older and possess a clean driving record - Must pass background and drug screening - Must be able to travel 2-4 nights per week - Experience in Manufactured/Modular housing is preferred but not required if you have a background in related skills ie: construction related background. *Benefits: -Competitive pay-Medical insurance-Dental and Vision insurance-Life insurance,- Paid Vacation and Sick leave,- Paid Holidays,- Paid Training- 401k- Clothing Allowance- Flex Cafeteria Plan Job Type: Full-time Schedule: Experience: License: Work Location: Trucking freight handling: Type of Freight: Pay Frequency: This Job Is Ideal for Someone Who Is: This Job Is: Company's website: Benefit Conditions: Work Remotely: car hauler ltl driver food grade tanker driver independent contractor heavy haul truck driver dump truck driver Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",https://media.glassdoor.com/sql/145501/centennial-homes-squarelogo-1429594663693.png,Real Estate,owner operator,Full-time,"Bismarck, ND",,CDL Class A Driver/Setup Tech,"https://www.glassdoor.com/job-listing/cdl-class-a-driver-setup-tech-centennial-homes-JV_IC1156224_KO0,29_KE30,46.htm?jl=3760976691&pos=110&ao=1044077&s=58&guid=0000017790a45aa39c5c07975eb94f0d&src=GD_JOB_AD&t=SR&vt=w&ea=1&cs=1_b2ce15e9&cb=1613039426535&jobListingId=3760976691&ctt=1613039427886"
Wendy's / COS,N/A,"Job Type: Full-time Pay: $13.50 - $15.50 per hour Experience: Work authorization: Additional Compensation: Benefits: Work Remotely: managing partner bar manager food manager kitchen manager food beverage manager restaurant supervisor Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,,restaurant manager,Full-time,"Bismarck, ND",,Restaurant Manager,https://Nowhiring.com/WCS
Midnite Express,N/A,"Drivers can earn up to $.60 per mile to start , based out of our terminal in West Fargo, ND, is looking for qualified   can earn up to $.60 per mile to start with GREAT Incentive Program. Midnite Express has been in business for over 30 years and has consistent long-term relationships with our customers, outstanding service by professional drivers, consistent miles and generous home time. Or call with Questions 1-800-726-8639 Recruiting Job Type: Full-time Pay: Up to $0.60 per mile Benefits: Schedule: Supplemental Pay: Trucking Route: License/Certification: Work Remotely: car hauler independent contractor heavy haul truck driver ltl driver dump truck driver food grade tanker driver Glassdoor has millions of jobs plus salary information, company reviews, and interview questions from people on the inside making it easy to find a job that’s right for you. Glassdoor Employers Community Work With Us Copyright © 2008–2021, Glassdoor, Inc. ""Glassdoor"" and logo are registered trademarks of Glassdoor, Inc. ",,,owner operator,Full-time,"Bismarck, ND",,Class A CDL Truck Drivers - OTR Drivers & Owner Operators,https://www.midniteexpressdrivers.com/?utm_source=GearUp_indeed_allcities&utm_medium=cpc&utm_campaign=indeed
